reference	university	journalTitle	authors	url	singlePubMed	prTitle	sampleChange	sampleJournal	samplePR	adviceExaggeration	adviceJournal	advicePR	causationExaggeration	causationJournal	causationPR	variableGeneralization	variablesJournal	variablesPR	cure
02-11-036	Bristol       	Cross-sectional association between smoking depictions in films and adolescent tobacco use nested in a British cohort study	"Waylen AE,Leary SD,Ness AR,Tanski SE,Sargent JD"	http://www.ncbi.nlm.nih.gov/pubmed/21933947	1	Smoking in films encourages teenagers to take a drag	0	1	1	0	2	2	4	2	6	0	Exposure to smoking in films/smoking initiation	exposure to smoking in films/trying smoking	No
02-11-037	Bristol       	Children's familiarity with snack foods changes expectations about fullness	"Hardman CA,McCrickerd K,Brunstrom JM"	http://www.ncbi.nlm.nih.gov/pubmed/21918214	1	Study finds familiarity increases the fullness that children expect from snack foods	0	1	1	1	0	1	0	6	6	0	participant's current frequency of consumption/expected satiation	familiarity with snack foods/expectations about fullness	No
02-11-038	Bristol       	A Syndecan-4 Hair Trigger Initiates Wound Healing through Caveolin- and RhoG-Regulated Integrin Endocytosis	"Bass MD,Williamson RC,Nunan RD,Humphries JD,Byron A,Morgan MR,Martin P,Humphries MJ"	http://www.ncbi.nlm.nih.gov/pubmed/21982645	1	Biochemists identify how tissue cells detect and perfect 	2	4	6	0	0	0	-6	6	Not mentioned	0	Syndecan-4/Wound healing	Signalling process/pathway in damaged/undamaged tissue/Cellular mechanisms responsible for activiating effective repair/ healing	No
02-11-040	Bristol       	Impact of late diagnosis and treatment on life expectancy in people with HIV-1: UK Collaborative HIV Cohort (UK CHIC) Study	"May M,Gompels M,Delpech V,Porter K,Post F,Johnson M,Dunn D,Palfreeman A,Gilson R,Gazzard B,Hill T,Walsh J,Fisher M,Orkin C,Ainsworth J,Bansi L,Phillips A,Leen C,Nelson M,Anderson J,Sabin C"	http://www.ncbi.nlm.nih.gov/pubmed/21990260	1	Study reveals 15-year increase in life expectancy for people with HIV in UK	0	1	1	0	1	1	0	6	6	0	people with HIV treated with antiretroviral therapy/life expectancy	HIV patients undergoing treatment/life expectancy	No
02-11-041	Bristol       	A New Methodological Sequence to Expand and Transdifferentiate Human Umbilical Cord Blood Derived CD133+ Cells into a Cardiomyocyte-like Phenotype	"Cui YX,Kafienah W,Suleiman MS,Ascione R"	http://www.ncbi.nlm.nih.gov/pubmed/21948151	1	Stem cells from cord blood could help repair damaged heart muscle	2	6	1	0	0	0	4	Not mentioned	4	0	CD133+ cells/Cardiomyocyte-like phenotype	Stem cells/Heart muscle-like cells	No
02-11-042	Bristol       	Identification and Referral to Improve Safety (IRIS) of women experiencing domestic violence with a primary care training and support programme: a cluster randomised controlled trial	"Devine A,Spencer A,Eldridge S,Norman R,Feder G"	http://www.ncbi.nlm.nih.gov/pubmed/22730555	0	Lancet study shows how general practice can substantially improve care for women experiencing domestic violence	0	8	8	0	0	0	-1	6	5	0	The Identifi cation and Referral to Improve Safety (IRIS) programme/proportion of identifications	Identification and Referral to Improve Safety/identification of women experiencing domestic violence	No
02-11-043	Bristol       	Regulation of osteoarthritis by omega-3 (n-3) polyunsaturated fatty acids in a naturally occurring model of disease	"Knott L,Avery NC,Hollander AP,Tarlton JF"	http://www.ncbi.nlm.nih.gov/pubmed/21723952	1	Omega-3 fatty acids shown to prevent or slow progression of osteoarthritis	0	4	4	0	0	0	0	6	6	0	Omega-3 (n-3) polyunsaturated fatty acid (PUFA) diets/Osteoarthritis	Omega-3/Osteoarthritis	No
02-11-044	Bristol       	Identification and Characterisation of an Iron-Responsive Candidate Probiotic	"Bailey JR,Probert CS,Cogan TA"	http://www.ncbi.nlm.nih.gov/pubmed/22039501	1	Could a probiotic be used to treat inflammatory bowel disease?	0	6	6	0	0	0	0	Not mentioned	Not mentioned	0	S. thermophilus/Growth	Probiotic/Growth of probiotic bacteria	No
02-11-045	Bristol       	Dysfunctional Prefrontal Cortical Network Activity and Interactions following Cannabinoid Receptor Activation	"Kucewicz MT,Tricklebank MD,Bogacz R,Jones MW"	http://www.ncbi.nlm.nih.gov/pubmed/22031901	1	How cannabis causes 'cognitive chaos' in the brain	0	4	-	0	0	0	0	6	6	0	Cannabinoid receptor activation/network oscillations	cannabis/coordination of brain activity	No
02-11-046	Bristol       	Crucial role of a shared extracellular loop in apamin sensitivity and maintenance of pore shape of small-conductance calcium-activated potassium (SK) channels 	"Weatherall KL,Seutin V,Liegeois JF,Marrion NV"	http://www.ncbi.nlm.nih.gov/pubmed/22025703	1	Scientists discover how to design drugs that could target particular nerve cells	0	6	6	0	0	0	-6	6	Not mentioned	0	SK channel/Block by apamin	Ion channels (SK channels)/Blocking of the channel	No
02-11-047	Bristol       	Processing of central and reflex vagal drives by rat cardiac ganglion neurones:  An intracellular analysis	"McAllen RM,Salo LM,Paton JF,Pickering AE"	http://www.ncbi.nlm.nih.gov/pubmed/22005679	1	Scientists identify area that could sever communication between brain and heart in disease	2	4	2	0	0	0	0	Not mentioned	Not mentioned	-8	/How cardiac ganglion cells process and transmit physiologically generated synaptic inputs	/Cardiac Ganglia	No
02-11-048	Bristol       	Early school attainment in late-preterm infants	"Peacock PJ,Henderson J,Odd D,Emond A"	http://www.ncbi.nlm.nih.gov/pubmed/22121145	0	Babies born 32-36 weeks fare less well at school	0	1	1	0	2	2	0	2	2	0	Children born late-preterm/Success in early school assessments	Babies born 32-36 weeks/Success in KS1	No
02-11-049	Bristol       	T1 Mutants Reveal SRPK1 to Be a Downstream Angiogenesis Target by Altering VEGF Splicing	"Amin EM,Oltean S,Hua J,Gammons MV,Hamdollah-Zadeh M,Welsh GI,Cheung MK,Ni L,Kase S,Rennel ES,Symonds KE,Nowak DG,Royer-Pokora B,Saleem MA,Hagiwara M,Schumacher VA,Harper SJ,Hinton DR,Bates DO,Ladomery MR"	http://www.ncbi.nlm.nih.gov/pubmed/22172722	1	Scientists discover new way to target cancer 	0	6	6	0	0	0	3	3	6	0	Splicing/Angiogenesis	Master switch of splicing/Cancer cell growth	No
02-11-050	Bristol       	Induction of Activity-Dependent LTD Requires Muscarinic Receptor Activation in Medial Prefrontal Cortex	"Caruana DA,Warburton EC,Bashir ZI"	http://www.ncbi.nlm.nih.gov/pubmed/22171048	1	Scientists provide potential explanation for mechanisms of associative memory 	2	6	2	0	0	0	1	4	5	0	acetylcholine receptors/medial prefrontal cortex	Acetylcholine/Synaptic connections between neurons	No
02-11-051	Bristol       	Is healthy eating for obese children necessarily more costly for families?	"Banks J,Williams J,Cumberlidge T,Cimonetti T,Sharp DJ,Shield JP"	http://www.ncbi.nlm.nih.gov/pubmed/22520655	0	"A healthy diet can cost less than junk food, says new research "	0	1	1	0	1	1	1	3	4	0	type of diet (measured using food diaries)/cost of diet (measured bu calculating cost of food detailed in food diary)	Type of diet/Cost of diet	No
02-11-052	Bristol       	Nerve Growth Factor Gene Therapy Using Adeno-Associated Viral Vectors Prevents Cardiomyopathy in Type 1 Diabetic Mice 	"Meloni M,Descamps B,Caporali A,Zentilin L,Floris I,Giacca M,Emanueli C"	http://www.ncbi.nlm.nih.gov/pubmed/22187379	1	Can nerve growth factor gene therapy prevent diabetic heart disease?	0	4	4	0	0	0	-6	6	Not mentioned	0	NGF gene transfer/Diabetic cardiomyopathy	Nerve growth factor gene therapy (using adeno-associated viral vectors)/Diabetic heart disease	No
02-11-053	Bristol       	Meta-analysis of genome-wide association studies identifies three new risk loci for atopic dermatitis	"Paternoster L,Standl M,Chen CM,Ramasamy A,Bonnelykke K,Duijts L,Ferreira MA,Alves AC,Thyssen JP,Albrecht E,Baurecht H,Feenstra B,Sleiman PM,Hysi P,Warrington NM,Curjuric I,Myhre R,Curtin JA,Groen-Blokhuis MM,Kerkhof M,Saaf A,Franke A,Ellinghaus D,Folster-Holst R,Dermitzakis E,Montgomery SB,Prokisch H,Heim K,Hartikainen AL,Pouta A,Pekkanen J,Blakemore AI,Buxton JL,Kaakinen M,Duffy DL,Madden PA,Heath AC,Montgomery GW,Thompson PJ,Matheson MC,Le Souef P,St Pourcain B,Smith GD,Henderson J,Kemp JP,Timpson NJ,Deloukas P,Ring SM,Wichmann HE,Muller-Nurasyid M,Novak N,Klopp N,Rodriguez E,McArdle W,Linneberg A,Menne T,Nohr EA,Hofman A,Uitterlinden AG,van Duijn CM,Rivadeneira F,de Jongste JC,van der Valk RJ,Wjst M,Jogi R,Geller F,Boyd HA,Murray JC,Kim C,Mentch F,March M,Mangino M,Spector TD,Bataille V,Pennell CE,Holt PG,Sly P,Tiesler CM,Thiering E,Illig T,Imboden M,Nystad W,Simpson A,Hottenga JJ,Postma D,Koppelman GH,Smit HA,Soderhall C,Chawes B,Kreiner-Moller E,Bisgaard H,Melen E,Boomsma DI,Custovic A,Jacobsson B,Probst-Hensch NM,Palmer LJ,Glass D,Hakonarson H,Melbye M,Jarvis DL,Jaddoe VW,Gieger C,Strachan DP,Martin NG,Jarvelin MR,Heinrich J,Evans DM,Weidinger S"	http://www.ncbi.nlm.nih.gov/pubmed/22197932	1	Three new eczema genes discovered	0	1	1	0	0	0	2	Not mentioned	2	0	"rs479844 near OVOL1, rs2164983 near ACTL9 and rs2897442 in intron 8 of KIF3A/atopic dermatitis"	new genetic variants/eczema	No
02-11-054	Bristol       	"Associations of Anti-Hypertensive Treatments with Alzheimer's Disease, Vascular Dementia, and Other Dementias"	"Davies NM,Kehoe PG,Ben-Shlomo Y,Martin RM"	http://www.ncbi.nlm.nih.gov/pubmed/21709373	0	Could hypertension drugs help people with Alzheimer's?	0	1	1	0	0	0	-2	2	Not mentioned	0	"ARBs and ACE-Is/Alzheimer's disease (AD), vascular dementia (VaD), and other dementias"	"Hypertension drugs (drugs that target the renin angiotensin system)/Alzeimer's, vascular dementia, dementia"	No
03-11-001	Cambridge     	Closed-Loop Insulin Delivery During Pregnancy Complicated by Type 1 Diabetes	"Murphy HR,Elleri D,Allen JM,Harris J,Simmons D,Rayman G,Temple R,Dunger DB,Haidar A,Nodale M,Wilinska ME,Hovorka R"	http://www.ncbi.nlm.nih.gov/pubmed/21216859	1	Artificial pancreas in pregnancy promises fewer diabetes deaths 	0	1	1	1	0	1	-6	6	Not mentioned	0	closed-loop insulin delivery/Plasma glucose levels	closed-loop insulin delivery system'/blood glucose levels control	No
03-11-002	Cambridge     	Paternal MHC expression on mouse trophoblast affects uterine vascularization and fetal growth	"Madeja Z,Yadi H,Apps R,Boulenouar S,Roper SJ,Gardner L,Moffett A,Colucci F,Hemberger M"	http://www.ncbi.nlm.nih.gov/pubmed/21300875	1	Immune interaction optimises foetal nourishment during pregnancy 	2	4	2	0	0	0	0	6	6	0	Interactions Between Trophoblast and uNK Cells/decidual blood vessel size	interaction between paternal immune genes (MHC) in the placenta and the uterine natural killer (NK) cells/the blood flow of the womb	No
03-11-003	Cambridge     	Enteric Neurons and Systemic Signals Couple Nutritional and Reproductive Status with Intestinal Homeostasis 	"Cognigni P,Bailey AP,Miguel-Aliaga I"	http://www.ncbi.nlm.nih.gov/pubmed/21195352	1	Fruit fly droppings give insight into human gut problems 	0	5	5	0	0	0	0	6	6	0	intestinal neurons/Differences in fecal output	turning specific neurons in the gut on and off/features from the flies' faecal deposits	No
03-11-004	Cambridge     	"Aliskiren and the calcium channel blocker amlodipine combination as an initial treatment strategy for  hypertension control (ACCELERATE): a randomised, parallel-group trial "	"Brown MJ,McInnes GT,Papst CC,Zhang J,MacDonald TM"	http://www.ncbi.nlm.nih.gov/pubmed/21236483	1	It takes two for improved control of blood pressure 	0	1	-	-2	2	0	4	2	6	0	"Treatment with 150 mg aliskiren plus placebo, 5 mg amlodipine plus placebo, or 150 mg aliskiren plus 5 mg  amlodipine./Blood pressure"	Medicine (two medicines which can be taken in a combination pill or one medicine)/Blood pressure	No
03-11-005	Cambridge     	Suppression of Avian Influenza Transmission in Genetically Modified Chickens 	"Lyall J,Irvine RM,Sherman A,McKinley TJ,Nunez A,Purdie A,Outtrim L,Brown IH,Rolleston-Smith G,Sang H,Tiley L"	http://www.ncbi.nlm.nih.gov/pubmed/21233391	1	GM chickens that don't transmit bird flu developed	0	5	5	2	0	2	0	6	6	0	"Gene modification - short hairpin RNA molecule, decoy 5/susceptability to pathogenic avian influenza (HPAI) infection"	genetically modified chickens/spread of bird flu	No
03-11-006	Cambridge     	Circadian rhythms persist without transcription in a eukaryote	"O'Neill JS,van Ooijen G,Dixon LE,Troein C,Corellou F,Bouget FY,Reddy AB,Millar AJ"	http://www.ncbi.nlm.nih.gov/pubmed/21270895	1	Ancient body clock discovered that helps to keep all living things on time 	0	6	6	0	0	0	0	Not mentioned	Not mentioned	0	"12-hour light 12-hour dark cycles, to induce transcriptional and non-transcriptional conditions/observing the circadian clock"	active/inactive DNA (brought about through light and dark periods)/24-hour clock	No
03-11-008	Cambridge     	Glyburide Is Anti-inflammatory and Associated with Reduced Mortality in Melioidosis	"Koh GC,Maude RR,Schreiber MF,Limmathurotsakul D,Wiersinga WJ,Wuthiekanun V,Lee SJ,Mahavanakul W,Chaowagul W,Chierakul W,White NJ,van der Poll T,Day NP,Dougan G,Peacock SJ"	http://www.ncbi.nlm.nih.gov/pubmed/21293047	0	Diabetes drug improves survival from life-threatening infectious disease 	0	1	1	0	0	0	4	2	6	0	drug treatments for diabetes/Survival rate of infectious diseases following treatment with Gyburide	diabetes drug glibenclamide (glyburide)/mortality rate of melioidosis	No
03-11-009	Cambridge     	Stat3 controls lysosomal-mediated cell death in vivo	"Kreuzaler PA,Staniszewska AD,Li W,Omidvar N,Kedjouar B,Turkson J,Poli V,Flavell RA,Clarkson RW,Watson CJ"	http://www.ncbi.nlm.nih.gov/pubmed/21336304	0	New cell death mechanism has implications for breast cancer treatments 	2	4	8	0	0	0	0	Not mentioned	Not mentioned	0	mammary gland involution/loss of cathepsins from lysosomes	mammary gland regression/lysosomal-mediated programmed cell death	No
03-11-010	Cambridge     	Do positive children become positive adults? Evidence from a longitudinal birth cohort study	"Richards M,Huppert FA"	http://www.ncbi.nlm.nih.gov/pubmed/22723805	1	Happy children make happy adults 	0	1	1	2	0	2	3	3	6	0	Childhood mental well-being/Well-being and social and occupational functioning later in life.	Well being in adolescence/Life satisfaction in adulthood	No
03-11-011	Cambridge     	"Diabetes Mellitus, Fasting Glucose, and Risk of Cause-Specific Death"	"Seshasai SR,Kaptoge S,Thompson A,Di Angelantonio E,Gao P,Sarwar N,Whincup PH,Mukamal KJ,Gillum RF,Holme I,Njolstad I,Fletcher A,Nilsson P,Lewington S,Collins R,Gudnason V,Thompson SG,Sattar N,Selvin E,Hu FB,Danesh J"	http://www.ncbi.nlm.nih.gov/pubmed/21366474	0	Middle aged diabetics can die six years earlier	0	1	1	0	0	0	3	2	5	1	diabetes/cause-specific rates of death	diabetes/life expectancy	No
03-11-012	Cambridge     	Retinoid-independent motor neurogenesis from human embryonic stem cells reveals a medial columnar ground state	"Patani R,Hollins AJ,Wishart TM,Puddifoot CA,Alvarez S,de Lera AR,Wyllie DJ,Compston DA,Pedersen RA,Gillingwater TH,Hardingham GE,Allen ND,Chandran S"	http://www.ncbi.nlm.nih.gov/pubmed/21364553	1	Study gives insight into motor neurons	0	6	6	0	0	0	0	Not mentioned	Not mentioned	0	Retinoid signalling/Motor Neuron induction	Retinoic acid/Motor neurons	No
03-11-013	Cambridge     	Maternal diet and aging alter the epigenetic control of a promoter'enhancer interaction at the Hnf4a gene in rat pancreatic islets	"Sandovici I,Smith NH,Nitert MD,Ackers-Johnson M,Uribe-Lewis S,Ito Y,Jones RH,Marquez VE,Cairns W,Tadayyon M,O'Neill LP,Murrell A,Ling C,Constancia M,Ozanne SE"	http://www.ncbi.nlm.nih.gov/pubmed/21385945	1	You are what your mother ate 	1	8	8	3	0	3	0	6	6	1	rat dams are fed a low-protein diet (LP; 8% wt/wt protein) compared with an isocaloric control diet (C; 20% wt/wt protein) during pregnancy and lactation early postnatal life/interaction between the active P2 promoter and the enhancer region in pancreatic islets at the Hnf4a locus	diet during pregnancy/offspring's long term health	No
03-11-014	Cambridge     	Overnight closed loop insulin delivery (artificial pancreas) in adults with type 1 diabetes: crossover randomised controlled studies	"Hovorka R,Kumareswaran K,Harris J,Allen JM,Elleri D,Xing D,Kollman C,Nodale M,Murphy HR,Dunger DB,Amiel SA,Heller SR,Wilinska ME,Evans ML"	http://www.ncbi.nlm.nih.gov/pubmed/21493665	1	Artificial pancreas promise for common diabetes complication 	0	1	1	0	0	0	-1	5	4	0	Insulin delivery system/plasma glucose level	closed-loop insulin delivery system/blood glucose levels	No
03-11-015	Cambridge     	Hippocampal dysfunction in patients with mild cognitive impairment: A functional neuroimaging study of a visuospatial paired associates learning task	"de Rover M,Pironti VA,McCabe JA,Acosta-Cabronero J,Arana FS,Morein-Zamir S,Hodges JR,Robbins TW,Fletcher PC,Nestor PJ,Sahakian BJ"	http://www.ncbi.nlm.nih.gov/pubmed/21477602	1	Test could detect Alzheimer's disease earlier 	1	1	2	0	1	1	-2	2	Not mentioned	0	patients with mild cognitive impairment and controls/bilateral hippocampal activation	mild cognitive impairment/brain activation	No
03-11-016	Cambridge     	Disruption in the balance between goal-directed behavior and habit learning in obsessive-compulsive disorder	"Gillan CM,Papmeyer M,Morein-Zamir S,Sahakian BJ,Fineberg NA,Robbins TW,de Wit S"	http://www.ncbi.nlm.nih.gov/pubmed/21572165	1	New insight into how OCD develops	1	1	2	0	0	0	4	2	6	0	Having OCD/Behavioural responding on an instrumental learning task	Having OCD/Behavioural responding	No
